,$id,Name,Position,Grade,YearOfBirth,PersonalShares,FromDate,ClosedDate,StockCode
4,6,Mr. Hoàng Lê Hoàng,Member of BOD,203,-1        ,176000.0,N/A       ,2020-12-31T00:00:00,KDM
5,7,Mr. Đào Nam Phong,Member of BOD,203,-1        ,0.0,          ,2020-12-31T00:00:00,KDM
6,8,Mr. Đặng Tiến Biên,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KDM
7,9,Mr. Bùi Duy Anh,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KDM
0,2,Mr. Nguyễn Thi,Chairman of BOD,"97,59",1956      ,20533.0,2007      ,2020-12-31T00:00:00,KHA
1,3,Mr. Trần Thái Phong,Chairman of BOD/CEO/Member of BOD,373,1980      ,0.0,2017      ,2020-12-31T00:00:00,KHA
2,4,Mr. Nguyễn Thi,Chairman of BOD,"97,59",1956      ,20533.0,2007      ,2020-12-31T00:00:00,KHA
3,5,Ms. Ngô Thị Liên Kiều,Chairman of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,KHA
4,6,Ms. Nguyễn Ngọc Hạnh,CEO,56,1978      ,2360.0,2011      ,2020-12-31T00:00:00,KHA
5,7,Ms. Thân Thị Thu Thảo,CEO,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHA
6,8,Mr. Ngô Văn Lộc,CEO/Member of BOD,59,1956      ,29701.0,1982      ,2020-12-31T00:00:00,KHA
7,9,Mr. Lê Hữu Mên,Chief of Supervisory Board,15,1947      ,-1.0,2007      ,2020-12-31T00:00:00,KHA
8,10,Mr. Trương Ngọc Hoài Phương,Chief of Supervisory Board,24,1990      ,0.0,2017      ,2020-12-31T00:00:00,KHA
9,11,Mr. Lê Hữu Mên,Chief of Supervisory Board,15,1947      ,3457.0,2007      ,2020-12-31T00:00:00,KHA
10,12,Ms. Mai Minh Phương,Chief of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,KHA
11,13,Mr. Quách Toàn Bình,Chief Accountant,297,1975      ,960.0,2010      ,2020-12-31T00:00:00,KHA
12,14,Mr. Nguyễn Văn Ngưng,Chief Accountant,111,-1        ,0.0,2017      ,2020-12-31T00:00:00,KHA
13,15,Mr. Nguyễn Văn Ngưng,Chief Accountant,111,-1        ,0.0,2017      ,2020-12-31T00:00:00,KHA
14,16,Mr. Nguyễn Cao Trí,Member of BOD,65,1970      ,4.0,2017      ,2020-12-31T00:00:00,KHA
15,17,Mr. Đinh Quang Hoàn,Member of BOD,616,1976      ,1000.0,2017      ,2020-12-31T00:00:00,KHA
16,18,Mr. Nguyễn Phan Quang,Member of BOD,14,1973      ,0.0,          ,2020-12-31T00:00:00,KHA
17,19,Mr. Đinh Lê Chiến,Member of BOD,163,1965      ,566930.0,2007      ,2020-12-31T00:00:00,KHA
18,20,Ms. Võ Thị Vân Anh,Member of BOD,96,1958      ,40009.0,1999      ,2020-12-31T00:00:00,KHA
19,21,Mr. Nguyễn Ngọc Đức,Member of BOD,"142,240",1980      ,5400.0,2008      ,2020-12-31T00:00:00,KHA
20,22,Mr. Hoàng Quang Huy,Member of BOD,49,1974      ,0.0,          ,2020-12-31T00:00:00,KHA
21,23,Mr. Lê Văn Truông,Member of BOD,59,1949      ,838123.0,1990      ,2020-12-31T00:00:00,KHA
22,24,Mr. Nguyễn Cao Trí,Member of BOD,65,1970      ,4.0,2017      ,2020-12-31T00:00:00,KHA
23,25,Mr. Bùi Công Lương,Member of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,KHA
24,26,Ms. Trần Thị Thanh Thủy,Member of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,KHA
25,27,Mr. Trần Hải Bình,Member of BOD,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,KHA
26,28,Mr. Quách Toàn Bình,Deputy CEO,88,1975      ,0.0,2010      ,2020-12-31T00:00:00,KHA
27,29,Mr. Lê Văn Nam,Deputy CEO/Member of BOD,179,1956      ,9639.0,1999      ,2020-12-31T00:00:00,KHA
28,30,Mr. Quách Toàn Bình,Deputy CEO/Member of BOD,88,1975      ,0.0,2010      ,2020-12-31T00:00:00,KHA
29,31,Mr. Lê Phạm Ngọc Phương,Member of Supervisory Board,"402,549",1977      ,0.0,2017      ,2020-12-31T00:00:00,KHA
30,32,Ms. Nguyễn Thị Lành,Member of Supervisory Board,373,1981      ,0.0,N/A       ,2020-12-31T00:00:00,KHA
31,33,Ms. Nguyễn Thị Thu Thủy,Member of Supervisory Board,124,1961      ,8036.0,1999      ,2020-12-31T00:00:00,KHA
32,34,Mr. Trần Minh Đạt,Member of Supervisory Board,"8,27",1980      ,0.0,2008      ,2020-12-31T00:00:00,KHA
33,35,Ms. Vũ Thị Bích Hiền,Member of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,KHA
34,36,Ms. Vũ Kim Liên,Member of Supervisory Board,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,KHA
35,37,Mr. Ngô Văn Lộc,Vice Chairman of Representative Board,203,1956      ,29701.0,1982      ,2020-12-31T00:00:00,KHA
0,2,Mr. Nguyễn Thanh Sơn,Chairman of BOD,"59,529",1960      ,453220.0,N/A       ,2021-03-19T00:00:00,KHB
1,3,Mr. Trần Hậu Thành,Chief of Supervisory Board,165,1977      ,0.0,N/A       ,2021-03-19T00:00:00,KHB
2,4,Mr. Tô Hiếu Thuận,Member of BOD,54,1971      ,0.0,N/A       ,2021-03-19T00:00:00,KHB
3,5,Mr. Trịnh Quốc Vân,Member of BOD,431,1975      ,0.0,N/A       ,2021-03-19T00:00:00,KHB
4,6,Mr. Nguyễn Xuân Trường,Member of BOD,27,1967      ,0.0,N/A       ,2021-03-19T00:00:00,KHB
5,7,Mr. Vương Văn Quang,Deputy CEO/Member of BOD,203,-1        ,0.0,N/A       ,2021-03-19T00:00:00,KHB
6,8,Ms. Vũ Thị Thúy,Member of Supervisory Board,203,1982      ,0.0,2014      ,2021-03-19T00:00:00,KHB
7,9,Ms. Cao Tuyết Lan,/Member of Supervisory Board,46,1977      ,0.0,N/A       ,2021-03-19T00:00:00,KHB
0,2,Ms. Phạm Thị Hinh,Chairman of BOD,203,1973      ,0.0,2013      ,2020-12-31T00:00:00,KHL
1,3,Mr. Mai Anh Tám,Chairman of BOD/Director,55,1967      ,2000000.0,2003      ,2020-12-31T00:00:00,KHL
2,4,Mr. Trần Mạnh Hùng,Chairman of BOD/Director,203,-1        ,250000.0,2015      ,2020-12-31T00:00:00,KHL
3,5,Ms. Lê Thị Bích Thuân,Chief of Supervisory Board,314,1985      ,5000.0,2010      ,2020-12-31T00:00:00,KHL
4,6,Mr. Lâm Hoàng Giang,Chief of Supervisory Board,203,-1        ,0.0,2013      ,2020-12-31T00:00:00,KHL
5,7,Mr. Hoàng Đình Kế,Chief of Supervisory Board,203,-1        ,0.0,2013      ,2020-12-31T00:00:00,KHL
6,8,Mr. Nguyễn Tuân,Chief Accountant,86,1982      ,10000.0,2010      ,2020-12-31T00:00:00,KHL
7,9,Mr. Nguyễn Tuân,Chief Accountant,86,1982      ,5000.0,2010      ,2020-12-31T00:00:00,KHL
8,10,Mr. Lê Đức Dũng,Chief Accountant/Member of BOD,203,-1        ,0.0,2013      ,2020-12-31T00:00:00,KHL
9,11,Mr. Mai Văn Tài,Director,203,-1        ,-1.0,N/A       ,2020-12-31T00:00:00,KHL
10,12,Mr. Nguyễn Văn Sơn,Member of BOD,55,1977      ,50000.0,2011      ,2020-12-31T00:00:00,KHL
11,13,Mr. Hoàng Trung Kiên,Member of BOD,59,1981      ,50000.0,2011      ,2020-12-31T00:00:00,KHL
12,14,Mr. Nguyễn Văn Kim,Member of BOD,88,1973      ,30000.0,2010      ,2020-12-31T00:00:00,KHL
13,15,Mr. Trần Kiên Cường,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHL
14,16,Mr. Trần Anh Tú,Member of BOD,203,-1        ,12000.0,N/A       ,2020-12-31T00:00:00,KHL
15,17,Mr. Nguyễn Phương Nam,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHL
16,18,Mr. Nguyễn Tuấn Dũng,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHL
17,19,Ms. Nguyễn Thị Lan Anh,Member of Supervisory Board,59,1985      ,10000.0,2010      ,2020-12-31T00:00:00,KHL
18,20,Ms. Dương Thị Huyến,Member of Supervisory Board,59,1987      ,5000.0,2010      ,2020-12-31T00:00:00,KHL
19,21,Ms. Trần Thị Thắm,Member of Supervisory Board,203,-1        ,0.0,2013      ,2020-12-31T00:00:00,KHL
20,22,Ms. Nguyễn Thị Lan Anh,Member of Supervisory Board,59,1985      ,5000.0,2010      ,2020-12-31T00:00:00,KHL
21,23,Ms. Dương Thị Huyến,Member of Supervisory Board,59,1987      ,5000.0,2010      ,2020-12-31T00:00:00,KHL
22,24,Mr. Phạm Văn Trưởng,Deputy Director/Member of BOD,33,1981      ,10000.0,2007      ,2020-12-31T00:00:00,KHL
0,2,Mr. Nguyễn Thanh Lâm,Chairman of BOD,263,1961      ,58307.0,1984      ,2020-12-31T00:00:00,KHP
1,3,Mr. Nguyễn Cao Ký,CEO/Member of BOD,263,1966      ,41213.0,1995      ,2020-12-31T00:00:00,KHP
2,4,Ms. Nguyễn Thị Vân,Chief of Supervisory Board,88,1969      ,5600.0,1994      ,2020-12-31T00:00:00,KHP
3,5,Ms. Trần Thị Triều Linh,Chief Accountant,15,1967      ,18289.0,2009      ,2020-12-31T00:00:00,KHP
4,6,Mr. Trần Văn Khoa,Member of BOD,442,1961      ,0.0,          ,2020-12-31T00:00:00,KHP
5,7,Mr. Nguyễn Hữu Tâm,Member of BOD,24,1964      ,0.0,          ,2020-12-31T00:00:00,KHP
6,8,Mr. Đào Truyền,Member of BOD,22,1970      ,0.0,2020      ,2020-12-31T00:00:00,KHP
7,9,Mr. Nguyễn Hải Đức,Deputy CEO,442,1971      ,0.0,1994      ,2020-12-31T00:00:00,KHP
8,10,Mr. Trần Đăng Hiền,Deputy CEO,"22,56",1964      ,168025.0,1995      ,2020-12-31T00:00:00,KHP
9,11,Mr. Đỗ Thanh Sơn,Deputy CEO,442,1964      ,8285.0,2013      ,2020-12-31T00:00:00,KHP
10,12,Mr. Phan Công Bình,Member of Supervisory Board,"22,29",1963      ,0.0,2015      ,2020-12-31T00:00:00,KHP
11,13,Mr. Lê Hải Thuyết,Member of Supervisory Board,88,1990      ,0.0,2020      ,2020-12-31T00:00:00,KHP
0,2,Mr. Trần Quốc Hùng,Chairman of BOD/Deputy CEO,55,1989      ,719471.0,2016      ,2020-12-31T00:00:00,KHS
1,3,Mr. Trần Quốc Dũng,CEO/Member of BOD,692,1964      ,3012082.0,2000      ,2020-12-31T00:00:00,KHS
2,4,Mr. Trương Tuyến Minh,Chief of Supervisory Board,59,1954      ,11300.0,2014      ,2020-12-31T00:00:00,KHS
3,5,Mr. Nguyễn Tấn Đạt,Chief Accountant,59,1959      ,79100.0,1994      ,2020-12-31T00:00:00,KHS
4,6,Mr. Trần Việt Trung,Member of BOD,203,-1        ,66.0,          ,2020-12-31T00:00:00,KHS
5,7,Mr. Huỳnh Thanh Dũng,Member of BOD,203,-1        ,0.0,          ,2020-12-31T00:00:00,KHS
6,8,Mr. Dương Công Trịnh,Member of BOD,"691,692",1967      ,395500.0,1993      ,2020-12-31T00:00:00,KHS
7,9,Mr. Huỳnh Công Luận,Member of BOD,432,1967      ,35784.0,N/A       ,2020-12-31T00:00:00,KHS
8,10,Mr. Nguyễn Ngọc Anh,Deputy CEO/Member of BOD,432,1968      ,105768.0,N/A       ,2020-12-31T00:00:00,KHS
9,11,Mr. Ngô Văn Thiện,Member of Supervisory Board,"430,421",1980      ,0.0,2009      ,2020-12-31T00:00:00,KHS
10,12,Ms. Nguyễn Thị Thanh Thúy,Member of Supervisory Board,416,-1        ,0.0,2020      ,2020-12-31T00:00:00,KHS
0,2,Mr. Vũ Văn Bình,Chairman of BOD,"23,49,22",1967      ,15100.0,1988      ,2020-12-31T00:00:00,KHW
1,3,Mr. Vũ Văn Bình,Chairman of BOD,"23,49,22",1967      ,15100.0,1988      ,2020-12-31T00:00:00,KHW
2,4,Mr. Nguyễn Văn Đàm,CEO/Member of BOD,443,1967      ,14500.0,1989      ,2020-12-31T00:00:00,KHW
3,5,Mr. Nguyễn Văn Đàm,CEO/Member of BOD,443,1967      ,14500.0,1989      ,2020-12-31T00:00:00,KHW
4,6,Mr. Hoàng Long,Chief of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHW
5,7,Mr. Hoàng Long,Chief of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHW
6,8,Mr. Nguyễn Văn Quân,Chief Accountant/Member of BOD,15,1972      ,5200.0,2010      ,2020-12-31T00:00:00,KHW
7,9,Mr. Nguyễn Văn Quân,Chief Accountant/Member of BOD,15,1972      ,5200.0,2010      ,2020-12-31T00:00:00,KHW
8,10,Mr. Nguyễn Anh Tuấn,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHW
9,11,Mr. Lục Chánh Trường,Member of BOD,59,1973      ,0.0,2013      ,2020-12-31T00:00:00,KHW
10,12,Mr. Nguyễn Anh Tuấn,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHW
11,13,Mr. Lục Chánh Trường,Member of BOD,59,1973      ,0.0,2013      ,2020-12-31T00:00:00,KHW
12,14,Mr. Vũ Đức Bình,Deputy CEO,"59,574",1958      ,11800.0,2013      ,2020-12-31T00:00:00,KHW
13,15,Mr. Nguyễn Hồng Sơn,Deputy CEO,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHW
14,16,Mr. Phạm Cao Minh Dũng,Deputy CEO,49,1961      ,14400.0,1982      ,2020-12-31T00:00:00,KHW
15,17,Mr. Vũ Đức Bình,Deputy CEO,"59,574",1958      ,11800.0,2013      ,2020-12-31T00:00:00,KHW
16,18,Mr. Phạm Cao Minh Dũng,Deputy CEO,49,1961      ,14400.0,1982      ,2020-12-31T00:00:00,KHW
17,19,Mr. Nguyễn Hồng Sơn,Deputy CEO,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHW
18,20,Ms. Nguyễn Thị Thùy Ninh,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHW
19,21,Mr. Lê Văn Diễn,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHW
20,22,Ms. Nguyễn Thị Thùy Ninh,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHW
21,23,Mr. Lê Văn Diễn,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KHW
0,2,Mr. Đào Trọng Khôi,Chairman of BOD,15,1961      ,552702.0,2001      ,2020-12-31T00:00:00,KKC
1,3,Mr. Đoàn Trung Hà,CEO/Member of BOD,27,1957      ,638400.0,2001      ,2020-12-31T00:00:00,KKC
2,4,Ms. Vũ Thị Hồng Liên,Chief of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KKC
3,5,Ms. Mạc Thị Nhung,Chief Accountant,15,1983      ,0.0,2006      ,2020-12-31T00:00:00,KKC
4,6,Mr. Trần Trọng Hải,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KKC
5,7,Mr. Nguyễn Thế Tương,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KKC
6,8,Ms. Bùi Thị Non,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KKC
0,2,Mr. Trần Hưng Thịnh,Chairman of BOD,59,1951      ,-1.0,1995      ,2020-12-31T00:00:00,KLB
1,3,Mr. Lê Khắc Gia Bảo,Chairman of BOD,"59,56",1979      ,0.0,2013      ,2020-12-31T00:00:00,KLB
2,4,Mr. Trương Hoàng Lương,Vice Chairman of BOD/CEO,"396,270,420",1962      ,-1.0,1995      ,2020-12-31T00:00:00,KLB
3,5,Ms. Trần Tuấn Anh,CEO/Member of BOD,"142,309",1976      ,800000.0,2013      ,2020-12-31T00:00:00,KLB
4,6,Mr. Nguyễn Cao Cường,Chief of Supervisory Board,59,1985      ,0.0,2016      ,2020-12-31T00:00:00,KLB
5,7,Mr. Nguyễn Châu,Chief Accountant,59,1967      ,-1.0,1995      ,2020-12-31T00:00:00,KLB
6,8,Mr. Mai Hữu Tín,Vice Chairman of BOD,270,1969      ,0.0,2013      ,2020-12-31T00:00:00,KLB
7,9,Mr. Phạm Trần Duy Huyền,Vice Chairman of BOD,59,1979      ,15300684.0,2013      ,2020-12-31T00:00:00,KLB
8,10,Ms. Nguyễn Thụy Quỳnh Hương,Member of BOD,"59,304",1976      ,14274245.0,2014      ,2020-12-31T00:00:00,KLB
9,11,Mr. Trần Văn Trọng,Member of BOD,56,1976      ,0.0,          ,2020-12-31T00:00:00,KLB
10,12,Mr. Nguyễn Hoàng An,Deputy CEO,4,1967      ,305400.0,2009      ,2020-12-31T00:00:00,KLB
11,13,Ms. Phạm Thị Mỹ Chi,Chief Accountant/Deputy CEO,4,1964      ,0.0,2014      ,2020-12-31T00:00:00,KLB
12,14,Mr. Vũ Đức Cần,Deputy CEO,65,1964      ,0.0,1998      ,2020-12-31T00:00:00,KLB
13,15,Mr. Lê Trung Việt,Deputy CEO/Member of BOD,4,1966      ,0.0,2012      ,2020-12-31T00:00:00,KLB
14,16,Mr. Vũ Đức Cần,Deputy CEO,55,1964      ,-1.0,1998      ,2020-12-31T00:00:00,KLB
15,17,Mr. Nguyễn Quang Toan,Deputy CEO,431,1954      ,-1.0,1995      ,2020-12-31T00:00:00,KLB
16,18,Mr. Trịnh Phước Hùng,Deputy CEO,"119,323",1969      ,-1.0,2005      ,2020-12-31T00:00:00,KLB
17,19,Mr. Nguyễn Quốc Tuấn,Deputy CEO,59,1962      ,-1.0,2007      ,2020-12-31T00:00:00,KLB
18,20,Mr. Phạm Công Văn,Deputy CEO,55,1962      ,-1.0,2007      ,2020-12-31T00:00:00,KLB
19,21,Mr. Phạm Khắc Khoan,Deputy CEO,55,1960      ,-1.0,2008      ,2020-12-31T00:00:00,KLB
20,22,Mr. Nguyễn Thanh Minh,Member of Supervisory Board,"59,23",1969      ,0.0,2013      ,2020-12-31T00:00:00,KLB
21,23,Mr. Đặng Minh Quân,Member of Supervisory Board,"373,23,149,616",1980      ,0.0,2014      ,2020-12-31T00:00:00,KLB
0,2,Mr. Nguyễn Thanh Tùng,Chairman of BOD,23,1973      ,0.0,2013      ,2020-12-31T00:00:00,KLF
1,3,Mr. Nguyễn Đức Công,CEO/Member of BOD,46,1981      ,0.0,2016      ,2020-12-31T00:00:00,KLF
2,4,Ms. Đặng Thị Hải Quyên,Chief of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KLF
3,5,Ms. Trần Thanh Thủy,Chief Accountant,8,1981      ,0.0,2012      ,2020-12-31T00:00:00,KLF
4,6,Ms. Trần Thị My Lan,Member of BOD,23,1976      ,0.0,2013      ,2020-12-31T00:00:00,KLF
5,7,Mr. Nguyễn Đăng Vụ,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KLF
6,8,Mr. Phạm Anh Dũng,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KLF
0,2,Mr. Hà Hoài Nam,Chairman of BOD,55,1972      ,17707680.0,2006      ,2015-12-30T00:00:00,KLS
1,3,Mr. Phạm Vĩnh Thành,CEO/Member of BOD,59,1976      ,540000.0,2006      ,2015-12-30T00:00:00,KLS
2,4,Mr. Đặng Ngọc Khang,Chief of Supervisory Board,55,1971      ,540000.0,2006      ,2015-12-30T00:00:00,KLS
3,5,Ms. Nguyễn Thùy Linh,Chief Accountant,59,1975      ,20000.0,2006      ,2015-12-30T00:00:00,KLS
4,6,Ms. Trương Thị Hồng Hạnh,Director,203,-1        ,-1.0,2012      ,2015-12-30T00:00:00,KLS
5,7,Mr. Phạm Tấn Huy Bằng,Member of BOD,59,1961      ,9781600.0,2006      ,2015-12-30T00:00:00,KLS
6,8,Mr. Bùi Chiến Phong,Member of BOD,46,1975      ,522720.0,          ,2015-12-30T00:00:00,KLS
7,9,Mr. Trần Văn Trọng,Deputy CEO/Member of BOD,55,1976      ,810000.0,2008      ,2015-12-30T00:00:00,KLS
8,10,Mr. Bùi Quang Bách,Deputy CEO,422,1976      ,0.0,2012      ,2015-12-30T00:00:00,KLS
9,11,Mr. Nguyễn Ngô Tuấn,Deputy CEO,59,1973      ,475200.0,2006      ,2015-12-30T00:00:00,KLS
10,12,Mr. Nguyễn Đức Tuấn,Deputy CEO,55,1975      ,500000.0,2007      ,2015-12-30T00:00:00,KLS
11,13,Ms. Lê Thị Thanh Nhàn,Member of Supervisory Board,88,1974      ,216000.0,          ,2015-12-30T00:00:00,KLS
12,14,Ms. Trương Phương Loan,Member of Supervisory Board,59,1971      ,8640.0,          ,2015-12-30T00:00:00,KLS
0,2,Mr. Shin Young Sik,Chairman of BOD,"59,56",1958      ,13648154.0,2007      ,2020-12-31T00:00:00,KMR
1,3,Mr. Choi Young Ho,CEO/Member of BOD,3,1968      ,347890.0,2007      ,2020-12-31T00:00:00,KMR
2,4,Mr. Huỳnh Công Khanh,Chief of Supervisory Board,88,1972      ,0.0,2003      ,2020-12-31T00:00:00,KMR
3,5,Mr. Nguyễn Ngọc Liên,Chief Accountant,59,1981      ,0.0,2011      ,2020-12-31T00:00:00,KMR
4,6,Ms. Kim Myung Joo,Member of BOD,203,-1        ,127636.0,N/A       ,2020-12-31T00:00:00,KMR
5,7,Mr. Kim In Sou,Deputy CEO,35,1964      ,81662.0,2006      ,2020-12-31T00:00:00,KMR
6,8,Mr. Shin Dong Jin,Deputy CEO,59,1966      ,0.0,2004      ,2020-12-31T00:00:00,KMR
7,9,Mr. Kim Chul Soo,Deputy CEO,59,1966      ,23738.0,2007      ,2020-12-31T00:00:00,KMR
8,10,Ms. Nguyễn Hoàng Từ Dung,Member of Supervisory Board,88,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KMR
9,11,Ms. Phan Thị Ngọc Bích,Member of Supervisory Board,88,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KMR
0,2,Mr. Huỳnh Trung Quang,Chairman of BOD,22,1957      ,2913.0,2006      ,2020-12-31T00:00:00,KMT
1,3,Mr. Nguyễn Anh Hoàng,CEO/Member of BOD,59,1969      ,0.0,2015      ,2020-12-31T00:00:00,KMT
2,4,Mr. Trần Nguyễn Hoàng Nam Thành Tuấn,Chief of Supervisory Board,88,1962      ,19.0,1995      ,2020-12-31T00:00:00,KMT
3,5,Ms. Nguyễn Đăng Loan,Chief Accountant,59,1976      ,0.0,N/A       ,2020-12-31T00:00:00,KMT
4,6,Mr. Đoàn Công Sơn,Member of BOD,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KMT
5,7,Mr. Phạm Thanh Lâm,Member of BOD,469,1978      ,0.0,2019      ,2020-12-31T00:00:00,KMT
6,8,Mr. Nguyễn Văn Bốn,Member of BOD,24,1972      ,0.0,2012      ,2020-12-31T00:00:00,KMT
7,9,Mr. Nguyễn Minh Đức,Deputy CEO,59,1976      ,0.0,N/A       ,2020-12-31T00:00:00,KMT
8,10,Mr. Lê Văn Châu,Member of Supervisory Board,"240,297",-1        ,14800.0,N/A       ,2020-12-31T00:00:00,KMT
9,11,Ms. Nguyễn Thị Tuyết Nga,Member of Supervisory Board,15,1967      ,0.0,2016      ,2020-12-31T00:00:00,KMT
0,2,Mr. Nguyễn Việt Cường,Chairman of BOD,270,1976      ,41242100.0,2008      ,2021-06-30T00:00:00,KOS
1,3,Mr. Nguyễn Quốc Hưng,Chief of Supervisory Board,59,1989      ,0.0,2017      ,2021-06-30T00:00:00,KOS
2,4,Ms. Phạm Thị Thắng,Chief Accountant,59,1982      ,100000.0,2015      ,2021-06-30T00:00:00,KOS
3,5,Ms. Nguyễn Thị Hằng,Vice Chairman of BOD,59,1983      ,9850000.0,2014      ,2021-06-30T00:00:00,KOS
4,6,Ms. Trần Thị Kim Oanh,Member of BOD,203,-1        ,0.0,2020      ,2021-06-30T00:00:00,KOS
5,7,Mr. Tạ Ngọc Sơn,Member of BOD,203,-1        ,0.0,          ,2021-06-30T00:00:00,KOS
6,8,Mr. Nguyễn Công Khánh,Member of BOD,203,-1        ,0.0,          ,2021-06-30T00:00:00,KOS
7,9,Mr. Đỗ Quốc Việt,Deputy CEO/Member of BOD,56,1974      ,0.0,2018      ,2021-06-30T00:00:00,KOS
8,10,Mr. Nguyễn Đức Doanh,Deputy CEO,56,1973      ,0.0,2019      ,2021-06-30T00:00:00,KOS
9,11,Mr. Nguyễn Tiến Hoàn,Deputy CEO,56,1978      ,0.0,2018      ,2021-06-30T00:00:00,KOS
10,12,Mr. Hà Sỹ Dinh,Deputy CEO,203,-1        ,-1.0,N/A       ,2021-06-30T00:00:00,KOS
11,13,Mr. Nguyễn Việt Thung,Deputy CEO,203,-1        ,-1.0,N/A       ,2021-06-30T00:00:00,KOS
12,14,Mr. Lương Hồng Phong,Deputy CEO,203,-1        ,-1.0,N/A       ,2021-06-30T00:00:00,KOS
13,15,Ms.  Phùng Thị Hải Vân,Deputy CEO,203,-1        ,-1.0,N/A       ,2021-06-30T00:00:00,KOS
14,16,Ms. Nguyễn Thị Phương Thảo,Deputy CEO/Member of BOD,68,1978      ,4500000.0,2015      ,2021-06-30T00:00:00,KOS
15,17,Ms. Hoàng Thị Yến,Member of Supervisory Board,3,1988      ,30600.0,2012      ,2021-06-30T00:00:00,KOS
16,18,Ms. Trần Thị thu Hà,Member of Supervisory Board,203,-1        ,0.0,2020      ,2021-06-30T00:00:00,KOS
17,19,Mr. Vũ Trọng Hà,Member of Supervisory Board,203,1990      ,-1.0,N/A       ,2021-06-30T00:00:00,KOS
18,20,Mr. Nguyễn Đức Diệp,Permanent Deputy CEO,357,1970      ,110000.0,2011      ,2021-06-30T00:00:00,KOS
0,2,Mr. Lê Anh Đức,Chairman of BOD,56,1977      ,2205000.0,2019      ,2020-12-31T00:00:00,KPF
1,3,Ms. Đinh Kim Nhung,CEO/Member of BOD,"24,111",1973      ,2362500.0,2019      ,2020-12-31T00:00:00,KPF
2,4,Ms. Lâm Thị Mỹ Hà,Chief of Supervisory Board,88,1986      ,0.0,2019      ,2020-12-31T00:00:00,KPF
3,5,Mr. Phan Vũ Thanh,Chief Accountant,14,1984      ,0.0,N/A       ,2020-12-31T00:00:00,KPF
4,6,Ms. Lê Thị Mộng Đào,Member of BOD,14,1981      ,0.0,2019      ,2020-12-31T00:00:00,KPF
5,7,Mr. Nguyễn Viết Tuấn,Member of BOD,203,-1        ,0.0,          ,2020-12-31T00:00:00,KPF
6,8,Mr. Nguyễn Tuấn Anh,Member of BOD,59,1983      ,0.0,          ,2020-12-31T00:00:00,KPF
7,9,Mr. Lê Đình Minh Hiếu,Member of Supervisory Board,203,-1        ,0.0,2020      ,2020-12-31T00:00:00,KPF
8,10,Ms. Trần Thị Lý,Member of Supervisory Board,203,-1        ,0.0,N/A       ,2020-12-31T00:00:00,KPF
9,11,Ms. Phạm Thị Thu Thảo,,"24,309",1992      ,0.0,N/A       ,2020-12-31T00:00:00,KPF
0,2,Ms. Phạm Thị Hinh,Chairman of BOD/CEO,56,1973      ,1220000.0,2015      ,2018-06-30T00:00:00,KSA
1,3,Ms. Trần Thị Kim Thu,Chief of Supervisory Board,64,1959      ,0.0,2015      ,2018-06-30T00:00:00,KSA
